"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2024";"0000";"13,8";"14,3";"13,7";"93,0";"93,0";"92,0";"12,7";"13,0";"12,6";"862,6";"862,6";"861,7";"1,2";"124,0";"3,3";"";"0,0"
"01/01/2024";"0100";"13,8";"13,9";"13,6";"93,0";"94,0";"93,0";"12,7";"12,8";"12,6";"863,2";"863,2";"862,3";"1,3";"105,0";"3,5";"";"0,0"
"01/01/2024";"0200";"14,0";"14,0";"13,8";"91,0";"93,0";"91,0";"12,5";"12,7";"12,4";"863,5";"863,5";"863,2";"1,0";"72,0";"3,4";"";"0,0"
"01/01/2024";"0300";"14,3";"14,3";"14,0";"90,0";"91,0";"89,0";"12,6";"12,6";"12,5";"863,3";"863,5";"863,3";"0,7";"16,0";"1,9";"";"0,0"
"01/01/2024";"0400";"13,9";"14,3";"13,8";"93,0";"93,0";"90,0";"12,7";"12,7";"12,6";"862,7";"863,3";"862,6";"0,9";"11,0";"4,1";"";"0,0"
"01/01/2024";"0500";"13,2";"13,9";"13,2";"93,0";"93,0";"92,0";"12,1";"12,8";"12,1";"862,3";"862,7";"862,3";"0,5";"358,0";"3,2";"";"0,0"
"01/01/2024";"0600";"13,4";"13,4";"13,2";"91,0";"94,0";"91,0";"12,0";"12,3";"11,9";"861,6";"862,3";"861,5";"1,2";"1,0";"4,3";"";"0,0"
"01/01/2024";"0700";"13,2";"13,4";"13,2";"92,0";"92,0";"91,0";"11,8";"12,0";"11,8";"861,3";"861,6";"861,2";"1,4";"17,0";"5,7";"";"0,0"
"01/01/2024";"0800";"12,9";"13,2";"12,9";"92,0";"92,0";"91,0";"11,6";"11,8";"11,6";"861,6";"861,6";"861,2";"1,2";"17,0";"4,7";"";"0,0"
"01/01/2024";"0900";"12,8";"12,9";"12,7";"92,0";"93,0";"92,0";"11,5";"11,7";"11,4";"862,2";"862,2";"861,5";"0,6";"315,0";"3,9";"28,70";"0,0"
"01/01/2024";"1000";"14,0";"14,0";"12,8";"90,0";"92,0";"89,0";"12,4";"12,4";"11,5";"862,7";"862,8";"862,2";"1,3";"336,0";"4,4";"498,60";"0,0"
"01/01/2024";"1100";"15,1";"15,4";"13,9";"84,0";"90,0";"84,0";"12,4";"13,0";"12,1";"862,8";"862,8";"862,5";"1,1";"339,0";"4,5";"1617,40";"0,0"
"01/01/2024";"1200";"16,9";"16,9";"14,5";"80,0";"88,0";"80,0";"13,3";"13,7";"12,1";"862,8";"862,9";"862,7";"1,3";"357,0";"4,4";"1785,30";"0,0"
"01/01/2024";"1300";"19,2";"19,4";"16,7";"70,0";"81,0";"69,0";"13,6";"14,2";"12,7";"862,8";"862,9";"862,7";"1,5";"8,0";"4,3";"3193,10";"0,0"
"01/01/2024";"1400";"20,6";"21,3";"18,6";"69,0";"75,0";"65,0";"14,8";"15,6";"13,1";"862,5";"862,9";"862,5";"1,3";"3,0";"4,2";"3485,30";"0,0"
"01/01/2024";"1500";"20,0";"21,7";"19,7";"67,0";"71,0";"62,0";"13,8";"15,4";"13,2";"862,6";"862,7";"862,5";"1,5";"326,0";"3,7";"3080,90";"0,0"
"01/01/2024";"1600";"21,8";"22,3";"19,9";"62,0";"69,0";"56,0";"14,2";"15,0";"12,7";"861,9";"862,6";"861,9";"1,0";"320,0";"4,1";"3959,10";"0,0"
"01/01/2024";"1700";"22,7";"22,8";"20,4";"53,0";"64,0";"47,0";"12,7";"14,4";"10,5";"861,0";"861,9";"861,0";"1,8";"310,0";"4,1";"3048,80";"0,0"
"01/01/2024";"1800";"22,9";"23,6";"21,2";"57,0";"63,0";"50,0";"14,0";"14,5";"11,9";"860,8";"861,2";"860,7";"1,1";"333,0";"3,8";"2626,40";"0,0"
"01/01/2024";"1900";"22,1";"23,7";"21,6";"59,0";"59,0";"50,0";"13,7";"14,8";"12,2";"860,1";"860,8";"860,1";"0,6";"12,0";"3,4";"2531,80";"0,0"
"01/01/2024";"2000";"21,9";"23,0";"21,6";"55,0";"60,0";"52,0";"12,5";"14,0";"11,8";"859,7";"860,2";"859,7";"1,4";"293,0";"3,6";"1389,50";"0,0"
"01/01/2024";"2100";"21,3";"22,1";"21,2";"61,0";"64,0";"55,0";"13,4";"14,1";"12,5";"859,7";"860,0";"859,7";"0,2";"315,0";"3,0";"566,30";"0,0"
"01/01/2024";"2200";"20,0";"21,3";"19,8";"68,0";"69,0";"60,0";"13,8";"14,0";"13,1";"859,8";"859,9";"859,7";"0,4";"87,0";"3,1";"131,70";"0,0"
"01/01/2024";"2300";"18,3";"20,0";"18,1";"82,0";"87,0";"68,0";"15,2";"15,8";"14,0";"860,7";"860,7";"859,8";"0,4";"62,0";"2,1";"8,00";"0,0"
"02/01/2024";"0000";"16,8";"18,5";"16,8";"87,0";"87,0";"79,0";"14,7";"15,0";"14,6";"860,8";"861,0";"860,7";"0,5";"11,0";"2,7";"";"0,0"
"02/01/2024";"0100";"16,3";"16,8";"16,3";"90,0";"90,0";"87,0";"14,6";"14,8";"14,6";"861,4";"861,4";"860,5";"1,9";"35,0";"3,6";"";"0,0"
"02/01/2024";"0200";"15,9";"16,3";"15,9";"90,0";"90,0";"89,0";"14,3";"14,6";"14,3";"861,6";"861,6";"861,4";"2,2";"16,0";"4,6";"";"0,0"
"02/01/2024";"0300";"15,4";"15,9";"15,4";"91,0";"92,0";"90,0";"14,0";"14,3";"13,9";"861,2";"861,6";"861,2";"2,1";"9,0";"5,4";"";"0,0"
"02/01/2024";"0400";"15,0";"15,4";"15,0";"92,0";"92,0";"91,0";"13,7";"13,9";"13,7";"860,5";"861,3";"860,5";"2,1";"14,0";"5,0";"";"0,0"
"02/01/2024";"0500";"14,7";"15,0";"14,7";"92,0";"92,0";"90,0";"13,4";"13,7";"13,2";"859,9";"860,5";"859,9";"1,9";"14,0";"5,4";"";"0,0"
"02/01/2024";"0600";"14,7";"14,8";"14,7";"92,0";"92,0";"92,0";"13,5";"13,5";"13,4";"859,5";"860,0";"859,5";"2,1";"12,0";"5,4";"";"0,0"
"02/01/2024";"0700";"14,6";"14,7";"14,6";"91,0";"92,0";"91,0";"13,2";"13,4";"13,2";"859,5";"859,6";"859,4";"1,9";"15,0";"5,3";"";"0,0"
"02/01/2024";"0800";"14,5";"14,7";"14,5";"91,0";"92,0";"91,0";"13,0";"13,2";"13,0";"860,2";"860,2";"859,5";"1,1";"357,0";"4,5";"";"0,0"
"02/01/2024";"0900";"14,9";"14,9";"14,4";"90,0";"91,0";"89,0";"13,2";"13,2";"13,0";"861,1";"861,1";"860,2";"0,4";"113,0";"3,6";"8,60";"0,0"
"02/01/2024";"1000";"15,3";"15,3";"14,7";"88,0";"93,0";"88,0";"13,3";"13,6";"13,2";"861,4";"861,5";"861,1";"1,5";"24,0";"2,7";"146,60";"0,0"
"02/01/2024";"1100";"16,8";"17,6";"15,3";"81,0";"88,0";"79,0";"13,5";"14,6";"13,1";"860,9";"861,4";"860,9";"0,9";"360,0";"4,3";"942,00";"0,0"
"02/01/2024";"1200";"18,8";"19,8";"16,8";"76,0";"83,0";"73,0";"14,4";"15,6";"13,6";"860,5";"860,9";"860,4";"1,1";"359,0";"5,0";"2366,40";"0,0"
"02/01/2024";"1300";"18,4";"19,8";"18,4";"78,0";"79,0";"73,0";"14,5";"15,5";"14,2";"860,1";"860,6";"860,1";"0,8";"1,0";"3,4";"2122,70";"0,0"
"02/01/2024";"1400";"15,9";"18,4";"15,9";"91,0";"91,0";"78,0";"14,4";"14,6";"14,1";"861,3";"861,3";"860,1";"1,9";"314,0";"4,7";"310,40";"0,4"
"02/01/2024";"1500";"13,4";"15,8";"13,4";"93,0";"96,0";"91,0";"12,4";"14,8";"12,4";"861,8";"862,0";"861,3";"2,3";"194,0";"4,7";"188,70";"6,0"
"02/01/2024";"1600";"13,9";"13,9";"13,1";"92,0";"96,0";"91,0";"12,6";"12,9";"12,2";"861,1";"861,9";"861,1";"1,0";"135,0";"5,2";"624,10";"4,0"
"02/01/2024";"1700";"15,1";"15,1";"13,9";"86,0";"93,0";"83,0";"12,8";"13,3";"12,1";"860,3";"861,1";"860,1";"1,3";"93,0";"3,9";"1104,10";"0,6"
"02/01/2024";"1800";"14,2";"15,3";"14,2";"94,0";"94,0";"81,0";"13,1";"13,2";"12,0";"860,8";"860,8";"860,3";"0,1";"329,0";"2,3";"275,90";"1,4"
"02/01/2024";"1900";"14,1";"14,3";"13,9";"94,0";"95,0";"93,0";"13,1";"13,4";"13,0";"860,6";"861,1";"860,6";"0,0";"55,0";"1,5";"237,60";"4,4"
"02/01/2024";"2000";"15,0";"15,0";"14,1";"92,0";"95,0";"91,0";"13,6";"14,0";"13,1";"859,6";"860,5";"859,6";"0,9";"74,0";"2,4";"740,10";"0,6"
"02/01/2024";"2100";"15,0";"15,0";"14,8";"92,0";"92,0";"91,0";"13,6";"13,7";"13,3";"859,2";"859,6";"859,1";"2,0";"49,0";"3,5";"204,40";"0,0"
"02/01/2024";"2200";"14,0";"15,1";"14,0";"93,0";"93,0";"88,0";"12,8";"13,8";"12,8";"860,0";"860,0";"859,2";"1,1";"120,0";"3,3";"74,40";"0,0"
"02/01/2024";"2300";"13,9";"14,0";"13,7";"95,0";"95,0";"93,0";"13,0";"13,1";"12,8";"860,6";"860,7";"860,0";"1,1";"103,0";"2,7";"10,00";"0,0"
"03/01/2024";"0000";"13,8";"14,0";"13,7";"95,0";"95,0";"94,0";"13,0";"13,0";"12,9";"861,0";"861,0";"860,6";"0,9";"94,0";"2,3";"";"0,0"
"03/01/2024";"0100";"13,6";"14,0";"13,6";"94,0";"95,0";"93,0";"12,7";"13,0";"12,7";"860,8";"861,0";"860,7";"1,3";"79,0";"2,7";"";"0,0"
"03/01/2024";"0200";"13,9";"14,0";"13,4";"92,0";"95,0";"92,0";"12,7";"12,9";"12,4";"860,6";"860,8";"860,5";"1,6";"31,0";"3,4";"";"0,0"
"03/01/2024";"0300";"13,9";"14,2";"13,9";"93,0";"93,0";"92,0";"12,8";"12,9";"12,7";"860,3";"860,6";"860,3";"1,7";"16,0";"3,7";"";"0,0"
"03/01/2024";"0400";"14,0";"14,1";"13,8";"93,0";"94,0";"93,0";"12,9";"13,0";"12,8";"859,5";"860,3";"859,5";"2,5";"20,0";"5,1";"";"0,2"
"03/01/2024";"0500";"14,1";"14,1";"13,8";"93,0";"94,0";"92,0";"13,0";"13,0";"12,7";"859,2";"859,6";"859,1";"2,2";"19,0";"5,1";"";"0,0"
"03/01/2024";"0600";"14,1";"14,1";"13,9";"93,0";"94,0";"93,0";"13,1";"13,2";"12,9";"858,6";"859,2";"858,6";"2,4";"9,0";"5,4";"";"0,0"
"03/01/2024";"0700";"14,1";"14,1";"13,9";"95,0";"95,0";"93,0";"13,3";"13,3";"13,0";"858,6";"858,8";"858,6";"1,6";"7,0";"5,4";"";"0,0"
"03/01/2024";"0800";"14,1";"14,2";"14,0";"93,0";"95,0";"93,0";"13,1";"13,3";"13,1";"859,0";"859,0";"858,6";"1,9";"26,0";"5,0";"";"0,0"
"03/01/2024";"0900";"14,5";"14,5";"14,1";"94,0";"94,0";"93,0";"13,5";"13,5";"13,0";"859,6";"859,7";"859,0";"1,5";"20,0";"3,8";"19,10";"0,0"
"03/01/2024";"1000";"15,5";"15,7";"14,5";"90,0";"94,0";"90,0";"13,9";"14,3";"13,5";"860,5";"860,5";"859,6";"0,0";"43,0";"3,1";"296,70";"0,0"
"03/01/2024";"1100";"15,9";"16,2";"15,5";"89,0";"92,0";"89,0";"14,2";"14,5";"14,0";"861,1";"861,1";"860,5";"1,0";"56,0";"2,3";"600,90";"0,0"
"03/01/2024";"1200";"17,0";"17,0";"15,9";"88,0";"92,0";"88,0";"15,0";"15,0";"14,2";"861,4";"861,4";"861,1";"1,1";"30,0";"2,3";"744,40";"0,0"
"03/01/2024";"1300";"18,3";"19,0";"17,0";"81,0";"88,0";"78,0";"15,1";"16,3";"14,4";"861,2";"861,4";"861,2";"1,2";"29,0";"2,9";"2448,50";"0,0"
"03/01/2024";"1400";"19,4";"19,6";"17,8";"81,0";"89,0";"77,0";"16,0";"17,2";"14,7";"861,1";"861,2";"861,1";"0,6";"12,0";"3,2";"2186,50";"0,8"
"03/01/2024";"1500";"17,7";"21,7";"17,7";"84,0";"86,0";"68,0";"15,0";"17,2";"14,6";"860,9";"861,1";"860,8";"1,4";"333,0";"4,5";"3414,50";"0,0"
"03/01/2024";"1600";"16,3";"18,9";"16,3";"84,0";"88,0";"80,0";"13,5";"16,1";"13,5";"860,6";"861,2";"860,5";"2,0";"121,0";"4,5";"1248,30";"0,0"
"03/01/2024";"1700";"15,1";"16,2";"15,0";"97,0";"97,0";"84,0";"14,7";"14,7";"13,6";"860,7";"861,0";"860,5";"1,8";"152,0";"4,0";"411,40";"10,8"
"03/01/2024";"1800";"15,2";"15,2";"14,7";"97,0";"97,0";"97,0";"14,7";"14,7";"14,2";"860,8";"861,1";"860,7";"2,3";"99,0";"3,9";"490,80";"8,2"
"03/01/2024";"1900";"15,1";"15,4";"15,0";"96,0";"97,0";"96,0";"14,4";"14,9";"14,4";"860,5";"860,8";"860,4";"2,1";"115,0";"4,9";"675,40";"1,0"
"03/01/2024";"2000";"14,4";"15,1";"14,4";"96,0";"97,0";"95,0";"13,7";"14,4";"13,7";"860,5";"860,6";"860,2";"1,5";"134,0";"4,2";"258,20";"0,0"
"03/01/2024";"2100";"13,9";"14,4";"13,9";"97,0";"97,0";"96,0";"13,4";"13,8";"13,4";"860,7";"860,9";"860,4";"2,1";"122,0";"4,4";"136,60";"0,2"
"03/01/2024";"2200";"13,6";"13,9";"13,5";"96,0";"97,0";"96,0";"13,0";"13,4";"13,0";"861,2";"861,5";"860,7";"2,6";"99,0";"5,1";"15,60";"0,0"
"03/01/2024";"2300";"13,8";"13,8";"13,4";"93,0";"96,0";"93,0";"12,7";"13,0";"12,6";"860,7";"861,4";"860,7";"2,6";"83,0";"5,4";"3,70";"0,0"
"04/01/2024";"0000";"13,7";"14,2";"13,6";"92,0";"93,0";"89,0";"12,4";"12,7";"12,2";"860,9";"861,0";"860,4";"1,0";"88,0";"4,6";"";"0,0"
"04/01/2024";"0100";"13,0";"13,8";"12,5";"96,0";"96,0";"91,0";"12,4";"12,4";"11,8";"861,2";"861,3";"860,8";"2,3";"103,0";"3,7";"";"0,0"
"04/01/2024";"0200";"13,6";"13,6";"13,0";"94,0";"96,0";"94,0";"12,6";"12,7";"12,3";"861,5";"861,5";"861,0";"2,5";"98,0";"5,2";"";"0,0"
"04/01/2024";"0300";"13,7";"13,7";"13,5";"93,0";"95,0";"93,0";"12,5";"12,7";"12,5";"861,2";"861,6";"861,2";"2,4";"50,0";"4,9";"";"0,0"
"04/01/2024";"0400";"13,5";"13,8";"13,5";"92,0";"93,0";"92,0";"12,3";"12,5";"12,2";"860,6";"861,2";"860,6";"2,3";"58,0";"5,6";"";"0,0"
"04/01/2024";"0500";"13,4";"13,6";"13,3";"92,0";"92,0";"92,0";"12,1";"12,3";"12,0";"860,0";"860,6";"860,0";"2,0";"40,0";"3,7";"";"0,0"
"04/01/2024";"0600";"12,6";"13,4";"12,6";"95,0";"95,0";"92,0";"11,8";"12,1";"11,7";"859,8";"860,2";"859,8";"1,5";"58,0";"3,2";"";"0,0"
"04/01/2024";"0700";"12,9";"13,0";"12,6";"94,0";"95,0";"94,0";"12,0";"12,1";"11,6";"859,8";"859,9";"859,7";"1,8";"26,0";"3,4";"";"0,0"
"04/01/2024";"0800";"13,2";"13,3";"12,9";"94,0";"94,0";"94,0";"12,2";"12,3";"12,0";"860,6";"860,6";"859,8";"0,6";"51,0";"3,4";"";"0,2"
"04/01/2024";"0900";"13,4";"13,4";"13,2";"94,0";"94,0";"93,0";"12,4";"12,4";"12,2";"860,8";"860,8";"860,6";"1,2";"52,0";"2,8";"23,00";"0,0"
"04/01/2024";"1000";"14,2";"14,2";"13,4";"91,0";"94,0";"91,0";"12,7";"12,8";"12,3";"861,2";"861,2";"860,8";"0,8";"44,0";"2,6";"361,70";"0,0"
"04/01/2024";"1100";"15,3";"15,4";"14,2";"89,0";"91,0";"88,0";"13,4";"13,7";"12,6";"861,6";"861,6";"861,2";"1,6";"69,0";"2,8";"972,30";"0,0"
"04/01/2024";"1200";"16,0";"16,4";"15,3";"86,0";"89,0";"85,0";"13,7";"14,2";"13,2";"862,2";"862,2";"861,6";"2,4";"113,0";"4,0";"1369,60";"0,0"
"04/01/2024";"1300";"17,7";"17,7";"16,0";"82,0";"87,0";"80,0";"14,5";"14,9";"13,4";"862,5";"862,7";"862,2";"1,5";"97,0";"4,6";"2562,60";"0,0"
"04/01/2024";"1400";"19,0";"19,7";"17,6";"76,0";"82,0";"72,0";"14,6";"15,7";"13,6";"862,1";"862,5";"862,1";"1,6";"125,0";"4,2";"2868,00";"0,0"
"04/01/2024";"1500";"18,7";"20,3";"17,6";"82,0";"82,0";"72,0";"15,5";"16,1";"13,9";"862,0";"862,2";"862,0";"2,9";"145,0";"5,3";"3277,50";"0,0"
"04/01/2024";"1600";"18,6";"19,1";"17,6";"76,0";"83,0";"75,0";"14,3";"15,5";"14,1";"862,0";"862,1";"861,8";"2,4";"120,0";"5,5";"4026,60";"0,0"
"04/01/2024";"1700";"19,8";"20,1";"18,3";"75,0";"79,0";"69,0";"15,2";"15,7";"13,6";"861,4";"862,0";"861,4";"2,2";"114,0";"4,9";"3842,30";"0,0"
"04/01/2024";"1800";"20,3";"20,7";"19,5";"69,0";"75,0";"63,0";"14,5";"15,2";"12,9";"861,3";"861,4";"861,2";"2,2";"112,0";"4,9";"3892,50";"0,0"
"04/01/2024";"1900";"18,7";"20,4";"18,6";"72,0";"73,0";"64,0";"13,6";"14,9";"12,3";"861,2";"861,3";"861,2";"2,8";"110,0";"6,0";"3153,80";"0,0"
"04/01/2024";"2000";"18,3";"19,6";"17,9";"75,0";"76,0";"68,0";"13,9";"14,4";"12,6";"860,9";"861,2";"860,9";"2,3";"102,0";"6,0";"1761,70";"0,0"
"04/01/2024";"2100";"17,0";"18,6";"17,0";"82,0";"82,0";"73,0";"13,9";"14,7";"13,3";"861,0";"861,0";"860,8";"2,2";"111,0";"5,1";"764,90";"0,0"
"04/01/2024";"2200";"16,3";"17,1";"16,1";"84,0";"84,0";"80,0";"13,6";"14,0";"13,1";"861,5";"861,5";"861,0";"1,6";"108,0";"4,6";"326,80";"0,0"
"04/01/2024";"2300";"14,9";"16,3";"14,9";"90,0";"90,0";"83,0";"13,2";"13,6";"12,9";"861,7";"861,7";"861,5";"2,0";"114,0";"4,4";"26,50";"0,0"
"05/01/2024";"0000";"14,4";"14,9";"14,0";"91,0";"91,0";"90,0";"13,0";"13,2";"12,6";"861,5";"861,7";"861,5";"2,4";"108,0";"4,5";"";"0,0"
"05/01/2024";"0100";"13,9";"14,5";"13,8";"92,0";"92,0";"89,0";"12,6";"13,0";"12,5";"861,7";"861,8";"861,4";"2,8";"109,0";"5,5";"";"0,0"
"05/01/2024";"0200";"13,9";"13,9";"13,8";"93,0";"93,0";"92,0";"12,8";"12,8";"12,6";"861,9";"861,9";"861,7";"3,0";"104,0";"5,8";"";"0,0"
"05/01/2024";"0300";"14,2";"14,2";"13,9";"94,0";"95,0";"93,0";"13,2";"13,2";"12,8";"861,9";"861,9";"861,8";"1,9";"72,0";"5,0";"";"0,0"
"05/01/2024";"0400";"13,6";"14,2";"13,6";"95,0";"95,0";"94,0";"12,9";"13,4";"12,9";"861,3";"861,9";"861,3";"0,7";"97,0";"3,4";"";"0,0"
"05/01/2024";"0500";"14,2";"14,3";"13,5";"91,0";"96,0";"91,0";"12,7";"13,2";"12,7";"860,8";"861,4";"860,8";"1,6";"69,0";"3,1";"";"0,0"
"05/01/2024";"0600";"14,1";"14,2";"13,8";"91,0";"93,0";"90,0";"12,6";"12,9";"12,5";"860,3";"860,9";"860,2";"1,4";"44,0";"3,6";"";"0,0"
"05/01/2024";"0700";"14,1";"14,1";"14,0";"90,0";"91,0";"90,0";"12,4";"12,6";"12,4";"860,7";"860,7";"860,2";"1,5";"71,0";"3,9";"";"0,0"
"05/01/2024";"0800";"13,9";"14,2";"13,9";"90,0";"90,0";"88,0";"12,2";"12,4";"12,2";"861,1";"861,1";"860,7";"0,6";"93,0";"3,4";"";"0,0"
"05/01/2024";"0900";"13,0";"13,9";"12,7";"94,0";"94,0";"90,0";"12,1";"12,2";"11,6";"861,3";"861,3";"861,1";"0,6";"119,0";"1,5";"31,70";"0,0"
"05/01/2024";"1000";"14,7";"14,7";"13,0";"92,0";"94,0";"91,0";"13,4";"13,4";"12,0";"861,4";"861,4";"861,2";"1,3";"101,0";"2,8";"352,80";"0,0"
"05/01/2024";"1100";"16,7";"16,7";"14,5";"86,0";"92,0";"83,0";"14,3";"14,3";"13,0";"861,6";"861,6";"861,3";"1,9";"97,0";"4,7";"1190,20";"0,0"
"05/01/2024";"1200";"18,1";"18,3";"16,3";"78,0";"86,0";"78,0";"14,3";"14,7";"13,3";"862,1";"862,1";"861,6";"2,2";"86,0";"4,2";"2231,40";"0,0"
"05/01/2024";"1300";"18,5";"19,6";"17,9";"74,0";"80,0";"71,0";"13,7";"14,9";"13,4";"862,1";"862,3";"862,0";"1,4";"45,0";"4,2";"2582,30";"0,0"
"05/01/2024";"1400";"20,7";"20,7";"18,4";"74,0";"76,0";"66,0";"15,9";"15,9";"13,3";"861,8";"862,1";"861,7";"1,0";"87,0";"3,1";"2757,10";"0,0"
"05/01/2024";"1500";"16,5";"20,8";"16,5";"84,0";"84,0";"70,0";"13,8";"14,8";"13,3";"861,7";"861,9";"861,6";"1,9";"107,0";"3,7";"611,20";"0,0"
"05/01/2024";"1600";"15,0";"16,5";"13,9";"96,0";"96,0";"84,0";"14,4";"14,5";"12,3";"861,5";"861,8";"861,5";"1,5";"181,0";"3,7";"207,00";"10,4"
"05/01/2024";"1700";"19,2";"19,2";"15,0";"82,0";"96,0";"80,0";"16,1";"17,3";"14,3";"861,1";"861,5";"860,9";"1,8";"127,0";"4,1";"2689,10";"0,2"
"05/01/2024";"1800";"13,2";"20,1";"13,2";"96,0";"96,0";"78,0";"12,5";"17,0";"12,2";"861,5";"861,7";"861,0";"1,2";"287,0";"4,4";"942,70";"10,2"
"05/01/2024";"1900";"14,0";"14,3";"12,9";"91,0";"97,0";"84,0";"12,6";"13,4";"11,7";"860,9";"861,6";"860,9";"1,2";"97,0";"3,1";"83,10";"2,6"
"05/01/2024";"2000";"14,9";"15,4";"14,0";"92,0";"93,0";"88,0";"13,7";"14,2";"12,5";"860,7";"861,2";"860,7";"1,5";"111,0";"3,5";"446,40";"0,8"
"05/01/2024";"2100";"16,2";"16,6";"14,9";"92,0";"94,0";"90,0";"14,9";"15,3";"13,6";"860,9";"860,9";"860,3";"1,8";"80,0";"3,6";"866,40";"0,0"
"05/01/2024";"2200";"15,4";"16,2";"15,4";"91,0";"92,0";"90,0";"13,9";"14,9";"13,9";"861,1";"861,1";"860,8";"2,6";"95,0";"4,2";"412,80";"0,0"
"05/01/2024";"2300";"14,6";"15,4";"14,6";"94,0";"94,0";"91,0";"13,6";"13,8";"13,5";"861,2";"861,3";"861,1";"2,5";"96,0";"4,4";"16,90";"0,0"
"06/01/2024";"0000";"14,2";"14,6";"14,1";"94,0";"94,0";"93,0";"13,3";"13,6";"13,2";"861,7";"861,7";"861,2";"1,4";"94,0";"4,4";"";"0,0"
"06/01/2024";"0100";"14,3";"14,3";"14,0";"94,0";"94,0";"93,0";"13,4";"13,4";"13,0";"861,8";"861,9";"861,7";"2,2";"82,0";"4,1";"";"0,2"
"06/01/2024";"0200";"14,2";"14,4";"14,0";"94,0";"95,0";"94,0";"13,2";"13,4";"13,1";"861,9";"861,9";"861,8";"2,1";"68,0";"4,1";"";"0,0"
"06/01/2024";"0300";"14,5";"14,6";"13,9";"93,0";"94,0";"93,0";"13,3";"13,4";"12,9";"861,6";"862,1";"861,5";"2,4";"51,0";"4,1";"";"0,0"
"06/01/2024";"0400";"14,2";"14,6";"14,2";"92,0";"93,0";"92,0";"13,0";"13,4";"13,0";"861,1";"861,6";"861,1";"1,6";"26,0";"4,7";"";"0,0"
"06/01/2024";"0500";"14,0";"14,2";"14,0";"92,0";"93,0";"92,0";"12,8";"13,0";"12,8";"860,7";"861,1";"860,7";"1,4";"23,0";"4,1";"";"0,0"
"06/01/2024";"0600";"13,6";"14,0";"13,5";"94,0";"94,0";"92,0";"12,7";"12,8";"12,6";"860,3";"860,7";"860,3";"0,9";"9,0";"3,6";"";"0,0"
"06/01/2024";"0700";"13,4";"13,8";"13,4";"95,0";"95,0";"94,0";"12,6";"12,9";"12,6";"860,2";"860,3";"860,1";"0,7";"15,0";"4,2";"";"0,0"
"06/01/2024";"0800";"13,8";"13,9";"13,2";"95,0";"96,0";"94,0";"13,1";"13,1";"12,4";"860,4";"860,5";"860,2";"1,5";"10,0";"3,6";"";"0,0"
"06/01/2024";"0900";"14,1";"14,1";"13,7";"93,0";"95,0";"93,0";"13,0";"13,1";"12,9";"860,4";"860,5";"860,3";"1,9";"20,0";"4,5";"72,10";"0,0"
"06/01/2024";"1000";"15,2";"15,2";"14,1";"90,0";"93,0";"90,0";"13,5";"13,5";"13,0";"860,6";"860,7";"860,4";"2,0";"20,0";"4,9";"573,30";"0,0"
"06/01/2024";"1100";"17,3";"17,3";"15,2";"85,0";"90,0";"85,0";"14,8";"15,1";"13,5";"861,2";"861,3";"860,7";"0,8";"8,0";"4,9";"1572,40";"0,0"
"06/01/2024";"1200";"17,9";"17,9";"16,8";"83,0";"85,0";"80,0";"15,0";"15,0";"13,9";"861,5";"861,7";"861,2";"1,1";"335,0";"4,0";"2329,70";"0,0"
"06/01/2024";"1300";"18,8";"20,0";"17,6";"77,0";"83,0";"74,0";"14,8";"16,4";"14,0";"861,4";"861,6";"861,4";"1,3";"329,0";"4,0";"3074,00";"0,0"
"06/01/2024";"1400";"19,7";"21,0";"18,8";"71,0";"78,0";"68,0";"14,4";"16,4";"13,7";"861,1";"861,4";"861,1";"1,5";"331,0";"4,9";"3407,60";"0,0"
"06/01/2024";"1500";"22,4";"22,4";"19,5";"69,0";"77,0";"64,0";"16,6";"16,7";"13,8";"861,0";"861,2";"861,0";"1,3";"336,0";"4,3";"4002,90";"0,0"
"06/01/2024";"1600";"21,8";"22,5";"20,1";"67,0";"74,0";"62,0";"15,3";"16,2";"14,2";"861,1";"861,2";"861,0";"2,1";"315,0";"5,4";"3887,80";"0,0"
"06/01/2024";"1700";"21,6";"22,3";"20,6";"65,0";"72,0";"64,0";"14,7";"16,7";"14,2";"860,8";"861,1";"860,8";"1,5";"337,0";"5,2";"3345,60";"0,0"
"06/01/2024";"1800";"22,1";"22,9";"20,9";"61,0";"70,0";"59,0";"14,1";"15,7";"13,9";"860,5";"860,8";"860,4";"1,2";"336,0";"4,5";"3066,30";"0,0"
"06/01/2024";"1900";"21,7";"23,1";"21,5";"63,0";"65,0";"56,0";"14,3";"15,1";"13,3";"860,0";"860,5";"860,0";"1,0";"318,0";"4,0";"2720,20";"0,0"
"06/01/2024";"2000";"23,3";"23,8";"21,6";"58,0";"65,0";"56,0";"14,6";"15,6";"13,3";"859,6";"860,0";"859,5";"0,5";"2,0";"2,9";"2001,20";"0,0"
